id;year;type_obj;from_obj;to_inf;cost;only;hard
1184;2017;region;51;235;0;ËÎÆÜ;ËÎÆÜ
1185;2018;region;51;235;0;ËÎÆÜ;ËÎÆÜ
1186;2019;region;51;235;0;ËÎÆÜ;ËÎÆÜ
1187;2020;region;51;235;0;ËÎÆÜ;ËÎÆÜ
1188;2021;region;51;235;0;ËÎÆÜ;ËÎÆÜ
1189;2022;region;51;235;0;ËÎÆÜ;ËÎÆÜ
1190;2023;region;51;235;0;ËÎÆÜ;ËÎÆÜ
1191;2024;region;51;235;0;ËÎÆÜ;ËÎÆÜ
1192;2025;region;51;235;0;ËÎÆÜ;ËÎÆÜ
1193;2026;region;51;235;0;ËÎÆÜ;ËÎÆÜ
1194;2027;region;51;235;0;ËÎÆÜ;ËÎÆÜ
1195;2028;region;51;235;0;ËÎÆÜ;ËÎÆÜ
1196;2029;region;51;235;0;ËÎÆÜ;ËÎÆÜ
1197;2030;region;51;235;0;ËÎÆÜ;ËÎÆÜ
1198;2016;region;52;231;0;ËÎÆÜ;ËÎÆÜ
1199;2017;region;52;231;0;ËÎÆÜ;ËÎÆÜ
1200;2018;region;52;231;0;ËÎÆÜ;ËÎÆÜ
1201;2019;region;52;231;0;ËÎÆÜ;ËÎÆÜ
1202;2020;region;52;231;0;ËÎÆÜ;ËÎÆÜ
1203;2021;region;52;231;0;ËÎÆÜ;ËÎÆÜ
1204;2022;region;52;231;0;ËÎÆÜ;ËÎÆÜ
1205;2023;region;52;231;0;ËÎÆÜ;ËÎÆÜ
1206;2024;region;52;231;0;ËÎÆÜ;ËÎÆÜ
1207;2025;region;52;231;0;ËÎÆÜ;ËÎÆÜ
1208;2026;region;52;231;0;ËÎÆÜ;ËÎÆÜ
1209;2027;region;52;231;0;ËÎÆÜ;ËÎÆÜ
1210;2028;region;52;231;0;ËÎÆÜ;ËÎÆÜ
1211;2029;region;52;231;0;ËÎÆÜ;ËÎÆÜ
1212;2030;region;52;231;0;ËÎÆÜ;ËÎÆÜ
1213;2016;region;53;230;0;ËÎÆÜ;ËÎÆÜ
1214;2017;region;53;230;0;ËÎÆÜ;ËÎÆÜ
1215;2018;region;53;230;0;ËÎÆÜ;ËÎÆÜ
1216;2019;region;53;230;0;ËÎÆÜ;ËÎÆÜ
1217;2020;region;53;230;0;ËÎÆÜ;ËÎÆÜ
1218;2021;region;53;230;0;ËÎÆÜ;ËÎÆÜ
1219;2022;region;53;230;0;ËÎÆÜ;ËÎÆÜ
1220;2023;region;53;230;0;ËÎÆÜ;ËÎÆÜ
1221;2024;region;53;230;0;ËÎÆÜ;ËÎÆÜ
1222;2025;region;53;230;0;ËÎÆÜ;ËÎÆÜ
1223;2026;region;53;230;0;ËÎÆÜ;ËÎÆÜ
1224;2027;region;53;230;0;ËÎÆÜ;ËÎÆÜ
1225;2028;region;53;230;0;ËÎÆÜ;ËÎÆÜ
1226;2029;region;53;230;0;ËÎÆÜ;ËÎÆÜ
1227;2030;region;53;230;0;ËÎÆÜ;ËÎÆÜ
1228;2016;region;54;440;0;ËÎÆÜ;ËÎÆÜ
1229;2017;region;54;440;0;ËÎÆÜ;ËÎÆÜ
1230;2018;region;54;440;0;ËÎÆÜ;ËÎÆÜ
1231;2019;region;54;440;0;ËÎÆÜ;ËÎÆÜ
1232;2020;region;54;440;0;ËÎÆÜ;ËÎÆÜ
1233;2021;region;54;440;0;ËÎÆÜ;ËÎÆÜ
1234;2022;region;54;440;0;ËÎÆÜ;ËÎÆÜ
1235;2023;region;54;440;0;ËÎÆÜ;ËÎÆÜ
1236;2024;region;54;440;0;ËÎÆÜ;ËÎÆÜ
1237;2025;region;54;440;0;ËÎÆÜ;ËÎÆÜ
1238;2026;region;54;440;0;ËÎÆÜ;ËÎÆÜ
1239;2027;region;54;440;0;ËÎÆÜ;ËÎÆÜ
1240;2028;region;54;440;0;ËÎÆÜ;ËÎÆÜ
1241;2029;region;54;440;0;ËÎÆÜ;ËÎÆÜ
1242;2030;region;54;440;0;ËÎÆÜ;ËÎÆÜ
1243;2016;region;55;234;0;ËÎÆÜ;ËÎÆÜ
1244;2017;region;55;234;0;ËÎÆÜ;ËÎÆÜ
1245;2018;region;55;234;0;ËÎÆÜ;ËÎÆÜ
1246;2019;region;55;234;0;ËÎÆÜ;ËÎÆÜ
1247;2020;region;55;234;0;ËÎÆÜ;ËÎÆÜ
1248;2021;region;55;234;0;ËÎÆÜ;ËÎÆÜ
1249;2022;region;55;234;0;ËÎÆÜ;ËÎÆÜ
1250;2023;region;55;234;0;ËÎÆÜ;ËÎÆÜ
1251;2024;region;55;234;0;ËÎÆÜ;ËÎÆÜ
1252;2025;region;55;234;0;ËÎÆÜ;ËÎÆÜ
1253;2026;region;55;234;0;ËÎÆÜ;ËÎÆÜ
1254;2027;region;55;234;0;ËÎÆÜ;ËÎÆÜ
1255;2028;region;55;234;0;ËÎÆÜ;ËÎÆÜ
1256;2029;region;55;234;0;ËÎÆÜ;ËÎÆÜ
1257;2030;region;55;234;0;ËÎÆÜ;ËÎÆÜ
1258;2016;region;56;345;0;ËÎÆÜ;ËÎÆÜ
1259;2017;region;56;345;0;ËÎÆÜ;ËÎÆÜ
1260;2018;region;56;345;0;ËÎÆÜ;ËÎÆÜ
1261;2019;region;56;345;0;ËÎÆÜ;ËÎÆÜ
1262;2020;region;56;238;0;ËÎÆÜ;ËÎÆÜ
1263;2021;region;56;238;0;ËÎÆÜ;ËÎÆÜ
1264;2022;region;56;238;0;ËÎÆÜ;ËÎÆÜ
1265;2023;region;56;238;0;ËÎÆÜ;ËÎÆÜ
1266;2024;region;56;238;0;ËÎÆÜ;ËÎÆÜ
1267;2025;region;56;238;0;ËÎÆÜ;ËÎÆÜ
1268;2026;region;56;238;0;ËÎÆÜ;ËÎÆÜ
1269;2027;region;56;238;0;ËÎÆÜ;ËÎÆÜ
1270;2028;region;56;238;0;ËÎÆÜ;ËÎÆÜ
1271;2029;region;56;238;0;ËÎÆÜ;ËÎÆÜ
1272;2030;region;56;238;0;ËÎÆÜ;ËÎÆÜ
1273;2016;region;57;210;0;ËÎÆÜ;ËÎÆÜ
1274;2017;region;57;210;0;ËÎÆÜ;ËÎÆÜ
1275;2018;region;57;210;0;ËÎÆÜ;ËÎÆÜ
1276;2019;region;57;210;0;ËÎÆÜ;ËÎÆÜ
1277;2020;region;57;210;0;ËÎÆÜ;ËÎÆÜ
1278;2021;region;57;210;0;ËÎÆÜ;ËÎÆÜ
1279;2022;region;57;210;0;ËÎÆÜ;ËÎÆÜ
1280;2023;region;57;210;0;ËÎÆÜ;ËÎÆÜ
1281;2024;region;57;210;0;ËÎÆÜ;ËÎÆÜ
1282;2025;region;57;210;0;ËÎÆÜ;ËÎÆÜ
1283;2026;region;57;210;0;ËÎÆÜ;ËÎÆÜ
1284;2027;region;57;210;0;ËÎÆÜ;ËÎÆÜ
1285;2028;region;57;210;0;ËÎÆÜ;ËÎÆÜ
1286;2029;region;57;210;0;ËÎÆÜ;ËÎÆÜ
1287;2030;region;57;210;0;ËÎÆÜ;ËÎÆÜ
1288;2016;region;58;343;0;ËÎÆÜ;ËÎÆÜ
1289;2017;region;58;343;0;ËÎÆÜ;ËÎÆÜ
1290;2018;region;58;343;0;ËÎÆÜ;ËÎÆÜ
1291;2019;region;58;236;0;ËÎÆÜ;ËÎÆÜ
1292;2020;region;58;236;0;ËÎÆÜ;ËÎÆÜ
1293;2021;region;58;236;0;ËÎÆÜ;ËÎÆÜ
1294;2022;region;58;236;0;ËÎÆÜ;ËÎÆÜ
1295;2023;region;58;236;0;ËÎÆÜ;ËÎÆÜ
1296;2024;region;58;236;0;ËÎÆÜ;ËÎÆÜ
1297;2025;region;58;236;0;ËÎÆÜ;ËÎÆÜ
1298;2026;region;58;236;0;ËÎÆÜ;ËÎÆÜ
1299;2027;region;58;236;0;ËÎÆÜ;ËÎÆÜ
1300;2028;region;58;236;0;ËÎÆÜ;ËÎÆÜ
1301;2029;region;58;236;0;ËÎÆÜ;ËÎÆÜ
1302;2030;region;58;236;0;ËÎÆÜ;ËÎÆÜ
1303;2016;region;59;205;0;ËÎÆÜ;ËÎÆÜ
1304;2017;region;59;205;0;ËÎÆÜ;ËÎÆÜ
1305;2018;region;59;205;0;ËÎÆÜ;ËÎÆÜ
1306;2019;region;59;205;0;ËÎÆÜ;ËÎÆÜ
1307;2020;region;59;110;0;ËÎÆÜ;ËÎÆÜ
1308;2021;region;59;110;0;ËÎÆÜ;ËÎÆÜ
1309;2022;region;59;110;0;ËÎÆÜ;ËÎÆÜ
1310;2023;region;59;110;0;ËÎÆÜ;ËÎÆÜ
1311;2024;region;59;110;0;ËÎÆÜ;ËÎÆÜ
1312;2025;region;59;110;0;ËÎÆÜ;ËÎÆÜ
1313;2026;region;59;110;0;ËÎÆÜ;ËÎÆÜ
1314;2027;region;59;110;0;ËÎÆÜ;ËÎÆÜ
1315;2028;region;59;110;0;ËÎÆÜ;ËÎÆÜ
1316;2029;region;59;110;0;ËÎÆÜ;ËÎÆÜ
1317;2030;region;59;110;0;ËÎÆÜ;ËÎÆÜ
1318;2016;region;60;205;0;ËÎÆÜ;ËÎÆÜ
1319;2017;region;60;205;0;ËÎÆÜ;ËÎÆÜ
1320;2018;region;60;205;0;ËÎÆÜ;ËÎÆÜ
1321;2019;region;60;205;0;ËÎÆÜ;ËÎÆÜ
1322;2020;region;60;111;0;ËÎÆÜ;ËÎÆÜ
1323;2021;region;60;111;0;ËÎÆÜ;ËÎÆÜ
1324;2022;region;60;111;0;ËÎÆÜ;ËÎÆÜ
1325;2023;region;60;111;0;ËÎÆÜ;ËÎÆÜ
1326;2024;region;60;111;0;ËÎÆÜ;ËÎÆÜ
1327;2025;region;60;111;0;ËÎÆÜ;ËÎÆÜ
1328;2026;region;60;111;0;ËÎÆÜ;ËÎÆÜ
1329;2027;region;60;111;0;ËÎÆÜ;ËÎÆÜ
1330;2028;region;60;111;0;ËÎÆÜ;ËÎÆÜ
1331;2029;region;60;111;0;ËÎÆÜ;ËÎÆÜ
1332;2030;region;60;111;0;ËÎÆÜ;ËÎÆÜ
1333;2016;region;61;205;0;ËÎÆÜ;ËÎÆÜ
1334;2017;region;61;205;0;ËÎÆÜ;ËÎÆÜ
1335;2018;region;61;205;0;ËÎÆÜ;ËÎÆÜ
1336;2019;region;61;205;0;ËÎÆÜ;ËÎÆÜ
1337;2020;region;61;205;0;ËÎÆÜ;ËÎÆÜ
1338;2021;region;61;205;0;ËÎÆÜ;ËÎÆÜ
1339;2022;region;61;205;0;ËÎÆÜ;ËÎÆÜ
1340;2023;region;61;205;0;ËÎÆÜ;ËÎÆÜ
1341;2024;region;61;205;0;ËÎÆÜ;ËÎÆÜ
1342;2025;region;61;205;0;ËÎÆÜ;ËÎÆÜ
1343;2026;region;61;205;0;ËÎÆÜ;ËÎÆÜ
1344;2027;region;61;205;0;ËÎÆÜ;ËÎÆÜ
1345;2028;region;61;205;0;ËÎÆÜ;ËÎÆÜ
1346;2029;region;61;205;0;ËÎÆÜ;ËÎÆÜ
1347;2030;region;61;205;0;ËÎÆÜ;ËÎÆÜ
1348;2016;region;62;302;0;ËÎÆÜ;ËÎÆÜ
1349;2017;region;62;302;0;ËÎÆÜ;ËÎÆÜ
1350;2018;region;62;302;0;ËÎÆÜ;ËÎÆÜ
1351;2019;region;62;302;0;ËÎÆÜ;ËÎÆÜ
1352;2020;region;62;211;0;ËÎÆÜ;ËÎÆÜ
1353;2021;region;62;211;0;ËÎÆÜ;ËÎÆÜ
1354;2022;region;62;211;0;ËÎÆÜ;ËÎÆÜ
1355;2023;region;62;211;0;ËÎÆÜ;ËÎÆÜ
1356;2024;region;62;211;0;ËÎÆÜ;ËÎÆÜ
1357;2025;region;62;211;0;ËÎÆÜ;ËÎÆÜ
1358;2026;region;62;211;0;ËÎÆÜ;ËÎÆÜ
1359;2027;region;62;211;0;ËÎÆÜ;ËÎÆÜ
1360;2028;region;62;211;0;ËÎÆÜ;ËÎÆÜ
1361;2029;region;62;211;0;ËÎÆÜ;ËÎÆÜ
1362;2030;region;62;211;0;ËÎÆÜ;ËÎÆÜ
1363;2016;region;63;212;0;ËÎÆÜ;ËÎÆÜ
1364;2017;region;63;212;0;ËÎÆÜ;ËÎÆÜ
1365;2018;region;63;212;0;ËÎÆÜ;ËÎÆÜ
1366;2019;region;63;212;0;ËÎÆÜ;ËÎÆÜ
1367;2020;region;63;212;0;ËÎÆÜ;ËÎÆÜ
1368;2021;region;63;212;0;ËÎÆÜ;ËÎÆÜ
1369;2022;region;63;212;0;ËÎÆÜ;ËÎÆÜ
1370;2023;region;63;212;0;ËÎÆÜ;ËÎÆÜ
1371;2024;region;63;212;0;ËÎÆÜ;ËÎÆÜ
1372;2025;region;63;212;0;ËÎÆÜ;ËÎÆÜ
1373;2026;region;63;212;0;ËÎÆÜ;ËÎÆÜ
1374;2027;region;63;212;0;ËÎÆÜ;ËÎÆÜ
1375;2028;region;63;212;0;ËÎÆÜ;ËÎÆÜ
1376;2029;region;63;212;0;ËÎÆÜ;ËÎÆÜ
1377;2030;region;63;212;0;ËÎÆÜ;ËÎÆÜ
1378;2016;region;64;205;0;ËÎÆÜ;ËÎÆÜ
1379;2017;region;64;205;0;ËÎÆÜ;ËÎÆÜ
1380;2018;region;64;205;0;ËÎÆÜ;ËÎÆÜ
1381;2019;region;64;205;0;ËÎÆÜ;ËÎÆÜ
1382;2020;region;64;109;0;ËÎÆÜ;ËÎÆÜ
1383;2021;region;64;109;0;ËÎÆÜ;ËÎÆÜ
1384;2022;region;64;109;0;ËÎÆÜ;ËÎÆÜ
1385;2023;region;64;109;0;ËÎÆÜ;ËÎÆÜ
1386;2024;region;64;109;0;ËÎÆÜ;ËÎÆÜ
1387;2025;region;64;109;0;ËÎÆÜ;ËÎÆÜ
1388;2026;region;64;109;0;ËÎÆÜ;ËÎÆÜ
1389;2027;region;64;109;0;ËÎÆÜ;ËÎÆÜ
1390;2028;region;64;109;0;ËÎÆÜ;ËÎÆÜ
1391;2029;region;64;109;0;ËÎÆÜ;ËÎÆÜ
1392;2030;region;64;109;0;ËÎÆÜ;ËÎÆÜ
1393;2016;region;65;205;0;ËÎÆÜ;ËÎÆÜ
1394;2017;region;65;205;0;ËÎÆÜ;ËÎÆÜ
1395;2018;region;65;205;0;ËÎÆÜ;ËÎÆÜ
1396;2019;region;65;205;0;ËÎÆÜ;ËÎÆÜ
1397;2020;region;65;107;0;ËÎÆÜ;ËÎÆÜ
1398;2021;region;65;107;0;ËÎÆÜ;ËÎÆÜ
1399;2022;region;65;107;0;ËÎÆÜ;ËÎÆÜ
1400;2023;region;65;107;0;ËÎÆÜ;ËÎÆÜ
1401;2024;region;65;107;0;ËÎÆÜ;ËÎÆÜ
1402;2025;region;65;107;0;ËÎÆÜ;ËÎÆÜ
1403;2026;region;65;107;0;ËÎÆÜ;ËÎÆÜ
1404;2027;region;65;107;0;ËÎÆÜ;ËÎÆÜ
1405;2028;region;65;107;0;ËÎÆÜ;ËÎÆÜ
1406;2029;region;65;107;0;ËÎÆÜ;ËÎÆÜ
1407;2030;region;65;107;0;ËÎÆÜ;ËÎÆÜ
1408;2016;region;66;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
1409;2017;region;66;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
1410;2018;region;66;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
1411;2019;region;66;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
1412;2020;region;66;106;0;ËÎÆÜ;ËÎÆÜ
1413;2021;region;66;106;0;ËÎÆÜ;ËÎÆÜ
1414;2022;region;66;106;0;ËÎÆÜ;ËÎÆÜ
1415;2023;region;66;106;0;ËÎÆÜ;ËÎÆÜ
1416;2024;region;66;106;0;ËÎÆÜ;ËÎÆÜ
1417;2025;region;66;106;0;ËÎÆÜ;ËÎÆÜ
1418;2026;region;66;106;0;ËÎÆÜ;ËÎÆÜ
1419;2027;region;66;106;0;ËÎÆÜ;ËÎÆÜ
1420;2028;region;66;106;0;ËÎÆÜ;ËÎÆÜ
1421;2029;region;66;106;0;ËÎÆÜ;ËÎÆÜ
1422;2030;region;66;106;0;ËÎÆÜ;ËÎÆÜ
1423;2016;region;67;447;0;ËÎÆÜ;ËÎÆÜ
1424;2017;region;67;447;0;ËÎÆÜ;ËÎÆÜ
1425;2018;region;67;447;0;ËÎÆÜ;ËÎÆÜ
1426;2019;region;67;447;0;ËÎÆÜ;ËÎÆÜ
1427;2020;region;67;447;0;ËÎÆÜ;ËÎÆÜ
1428;2021;region;67;447;0;ËÎÆÜ;ËÎÆÜ
1429;2022;region;67;447;0;ËÎÆÜ;ËÎÆÜ
1430;2023;region;67;447;0;ËÎÆÜ;ËÎÆÜ
1431;2024;region;67;447;0;ËÎÆÜ;ËÎÆÜ
1432;2025;region;67;447;0;ËÎÆÜ;ËÎÆÜ
1433;2026;region;67;447;0;ËÎÆÜ;ËÎÆÜ
1434;2027;region;67;447;0;ËÎÆÜ;ËÎÆÜ
1435;2028;region;67;447;0;ËÎÆÜ;ËÎÆÜ
1436;2029;region;67;447;0;ËÎÆÜ;ËÎÆÜ
1437;2030;region;67;447;0;ËÎÆÜ;ËÎÆÜ
1453;2016;region;69;402;0;ËÎÆÜ;ËÎÆÜ
1454;2017;region;69;402;0;ËÎÆÜ;ËÎÆÜ
1455;2018;region;69;402;0;ËÎÆÜ;ËÎÆÜ
1456;2019;region;69;402;0;ËÎÆÜ;ËÎÆÜ
1457;2020;region;69;402;0;ËÎÆÜ;ËÎÆÜ
1458;2021;region;69;402;0;ËÎÆÜ;ËÎÆÜ
1459;2022;region;69;402;0;ËÎÆÜ;ËÎÆÜ
1460;2023;region;69;402;0;ËÎÆÜ;ËÎÆÜ
1461;2024;region;69;402;0;ËÎÆÜ;ËÎÆÜ
1462;2025;region;69;402;0;ËÎÆÜ;ËÎÆÜ
1463;2026;region;69;402;0;ËÎÆÜ;ËÎÆÜ
1464;2027;region;69;402;0;ËÎÆÜ;ËÎÆÜ
1465;2028;region;69;402;0;ËÎÆÜ;ËÎÆÜ
1466;2029;region;69;402;0;ËÎÆÜ;ËÎÆÜ
1467;2030;region;69;402;0;ËÎÆÜ;ËÎÆÜ
1483;2016;region;71;7;0;ËÎÆÜ;ËÎÆÜ
1484;2017;region;71;7;0;ËÎÆÜ;ËÎÆÜ
1485;2018;region;71;7;0;ËÎÆÜ;ËÎÆÜ
1486;2019;region;71;7;0;ËÎÆÜ;ËÎÆÜ
1487;2020;region;71;7;0;ËÎÆÜ;ËÎÆÜ
1488;2021;region;71;7;0;ËÎÆÜ;ËÎÆÜ
1489;2022;region;71;103;0;ËÎÆÜ;ËÎÆÜ
1490;2023;region;71;103;0;ËÎÆÜ;ËÎÆÜ
1491;2024;region;71;103;0;ËÎÆÜ;ËÎÆÜ
1492;2025;region;71;103;0;ËÎÆÜ;ËÎÆÜ
1493;2026;region;71;103;0;ËÎÆÜ;ËÎÆÜ
1494;2027;region;71;103;0;ËÎÆÜ;ËÎÆÜ
1495;2028;region;71;103;0;ËÎÆÜ;ËÎÆÜ
1496;2029;region;71;103;0;ËÎÆÜ;ËÎÆÜ
1497;2030;region;71;103;0;ËÎÆÜ;ËÎÆÜ
1498;2016;region;72;206;0;ËÎÆÜ;ËÎÆÜ
1499;2017;region;72;206;0;ËÎÆÜ;ËÎÆÜ
1500;2018;region;72;206;0;ËÎÆÜ;ËÎÆÜ
1501;2019;region;72;206;0;ËÎÆÜ;ËÎÆÜ
1502;2020;region;72;206;0;ËÎÆÜ;ËÎÆÜ
1503;2021;region;72;206;0;ËÎÆÜ;ËÎÆÜ
1504;2022;region;72;206;0;ËÎÆÜ;ËÎÆÜ
1505;2023;region;72;206;0;ËÎÆÜ;ËÎÆÜ
1506;2024;region;72;206;0;ËÎÆÜ;ËÎÆÜ
1507;2025;region;72;206;0;ËÎÆÜ;ËÎÆÜ
1508;2026;region;72;206;0;ËÎÆÜ;ËÎÆÜ
1509;2027;region;72;206;0;ËÎÆÜ;ËÎÆÜ
1510;2028;region;72;206;0;ËÎÆÜ;ËÎÆÜ
1511;2029;region;72;206;0;ËÎÆÜ;ËÎÆÜ
1512;2030;region;72;206;0;ËÎÆÜ;ËÎÆÜ
1543;2016;region;76;215;0;ËÎÆÜ;ËÎÆÜ
